country,year,agricultural_land,greenhouse_gas_emissions,rural_population,cereal_yield,urban_population,GDP,fresh_water,forest_area,renewable_electricity,alternative_energy
Belize,1997,6.48838228846997,,,,,,,,,
Belize,1996,6.44454186760193,,,,,,,,,
Belize,1995,6.40070144673389,,,,,,,,,
Belize,1994,6.26918018412977,,,,,,,,,
Belize,1993,6.26918018412977,,,,,,,,,
Belize,1992,5.96229723805348,,,,,,,,,
Belize,1991,5.69925471284524,,,,,,,,,
Belize,1990,5.52389302937308,,,,,,,,,
Czechia,2020,45.6468665918898,,,,,,,,,
Czechia,2019,45.6399997409511,,,,,,,,,
Czechia,2018,45.628804558995,,,,,,,,,
Czechia,2017,45.6029011786038,,,,,,,,,
Czechia,2016,45.17549540215,,,,,,,,,
Czechia,2015,45.2532055433234,,,,,,,,,
Czechia,2014,45.5322455322455,,,,,,,,,
Czechia,2013,45.5969955969956,,,,,,,,,
Czechia,2012,45.6544089084553,,,,,,,,,
Czechia,2011,45.3714877638224,,,,,,,,,
Czechia,2010,45.6289006862618,,,,,,,,,
Czechia,2009,45.907172449508,,,,,,,,,
Czechia,2008,46.2404194717763,,,,,,,,,
Czechia,2007,46.5592233009709,,,,,,,,,
Czechia,2006,46.1611650485437,,,,,,,,,
Czechia,2005,46.6669686771939,,,,,,,,,
Czechia,2004,47.0022003624126,,,,,,,,,
Czechia,2003,47.475346188689,,,,,,,,,
Czechia,2002,47.2636210689789,,,,,,,,,
Czechia,2001,55.3643069755403,,,,,,,,,
Czechia,2000,55.3901902420085,,,,,,,,,
Czechia,1999,55.4160735084768,,,,,,,,,
Czechia,1998,55.441956774945,,,,,,,,,
Czechia,1997,55.3901902420085,,,,,,,,,
Czechia,1996,55.3901902420085,,,,,,,,,
Czechia,1995,55.3901902420085,,,,,,,,,
Czechia,1994,55.441956774945,,,,,,,,,
Czechia,1993,55.4160735084768,,,,,,,,,
Czechia,1992,,,,,,,,,,
Czechia,1991,,,,,,,,,,
Czechia,1990,,,,,,,,,,
Algeria,2020,17.347004145287,,,,,,,,,
Algeria,2019,17.347004145287,,,,,,,,,
Algeria,2018,17.3565679895505,,,,,,,,,
Algeria,2017,17.3550108093197,,,,,,,,,
Algeria,2016,17.3655321884285,,,,,,,,,
Algeria,2015,17.4059228102468,,,,,,,,,
Algeria,2014,17.3952656461243,,,,,,,,,
Algeria,2013,17.3955322579291,,,,,,,,,
Algeria,2012,17.381490003107,,,,,,,,,
Algeria,2011,17.3772116183966,,,,,,,,,
Algeria,2010,17.3713335628574,,,,,,,,,
Algeria,2009,17.3738527295171,,,,,,,,,
Algeria,2008,17.344042590711,,,,,,,,,
Algeria,2007,17.3201105074441,,,,,,,,,
Algeria,2006,17.2903003686381,,,,,,,,,
Algeria,2005,17.3028962019364,,,,,,,,,
Algeria,2004,17.27518536868,,,,,,,,,
Algeria,2003,16.7548514951254,,,,,,,,,
Algeria,2002,16.7335645368512,,,,,,,,,
Algeria,2001,16.8402092587772,,,,,,,,,
Algeria,2000,16.8032614811021,,,,,,,,,
Algeria,1999,16.6815017592181,,,,,,,,,
Algeria,1998,16.7213885646628,,,,,,,,,
Algeria,1997,16.6642874537103,,,,,,,,,
Algeria,1996,16.6416149537733,,,,,,,,,
Algeria,1995,16.6470731482026,,,,,,,,,
Algeria,1994,16.6432943982131,,,,,,,,,
Algeria,1993,16.316642454676,,,,,,,,,
Algeria,1992,16.3179020380058,,,,,,,,,
Algeria,1991,16.2158757882892,,,,,,,,,
Algeria,1990,16.2385482882263,,,,,,,,,
Grenada,2020,23.5294117647059,,,,,,,,,
Grenada,2019,23.5294117647059,,,,,,,,,
Grenada,2018,23.5294117647059,,,,,,,,,
Grenada,2017,23.5294117647059,,,,,,,,,
Grenada,2016,23.5294117647059,,,,,,,,,
Grenada,2015,23.5294117647059,,,,,,,,,
Grenada,2014,23.5294117647059,,,,,,,,,
Grenada,2013,23.5294117647059,,,,,,,,,
Grenada,2012,23.5294117647059,,,,,,,,,
Grenada,2011,29.4117647058824,,,,,,,,,
Grenada,2010,29.4117647058824,,,,,,,,,
Grenada,2009,29.4117647058824,,,,,,,,,
Grenada,2008,26.4705882352941,,,,,,,,,
Grenada,2007,26.4705882352941,,,,,,,,,
Grenada,2006,26.4705882352941,,,,,,,,,
Grenada,2005,26.4705882352941,,,,,,,,,
Grenada,2004,35.2941176470588,,,,,,,,,
Grenada,2003,35.2941176470588,,,,,,,,,
Grenada,2002,38.2352941176471,,,,,,,,,
Grenada,2001,38.2352941176471,,,,,,,,,
Grenada,2000,35.2941176470588,,,,,,,,,
Grenada,1999,35.2941176470588,,,,,,,,,
Grenada,1998,32.3529411764706,,,,,,,,,
Grenada,1997,32.3529411764706,,,,,,,,,
Grenada,1996,32.3529411764706,,,,,,,,,
Grenada,1995,32.3529411764706,,,,,,,,,
Grenada,1994,35.2941176470588,,,,,,,,,
Grenada,1993,35.2941176470588,,,,,,,,,
Grenada,1992,35.2941176470588,,,,,,,,,
Grenada,1991,35.2941176470588,,,,,,,,,
Grenada,1990,38.2352941176471,,,,,,,,,
Kyrgyz Republic,2020,54.0552659019812,,,,,,,,,
Kyrgyz Republic,2019,54.0583941605839,,,,,,,,,
Kyrgyz Republic,2018,54.0709071949948,,,,,,,,,
Kyrgyz Republic,2017,54.9535974973931,,,,,,,,,
Kyrgyz Republic,2016,54.958811261731,,,,,,,,,
Kyrgyz Republic,2015,55.0375391032325,,,,,,,,,
Kyrgyz Republic,2014,55.0422314911366,,,,,,,,,
Kyrgyz Republic,2013,55.0401459854015,,,,,,,,,
Kyrgyz Republic,2012,55.2205422314911,,,,,,,,,
Kyrgyz Republic,2011,55.3102189781022,,,,,,,,,
Kyrgyz Republic,2010,55.3279457768509,,,,,,,,,
Kyrgyz Republic,2009,55.3561001042753,,,,,,,,,
Kyrgyz Republic,2008,55.9290928050052,,,,,,,,,
Kyrgyz Republic,2007,55.9363920750782,,,,,,,,,
Kyrgyz Republic,2006,55.9494264859228,,,,,,,,,
Kyrgyz Republic,2005,56.021897810219,,,,,,,,,
Kyrgyz Republic,2004,56.1522419186653,,,,,,,,,
Kyrgyz Republic,2003,56.5172054223149,,,,,,,,,
Kyrgyz Republic,2002,56.1835245046924,,,,,,,,,
Kyrgyz Republic,2001,56.1835245046924,,,,,,,,,
Kyrgyz Republic,2000,55.8602711157456,,,,,,,,,
Kyrgyz Republic,1999,55.9228362877998,,,,,,,,,
Kyrgyz Republic,1998,55.7351407716371,,,,,,,,,
Kyrgyz Republic,1997,55.5839416058394,,,,,,,,,
Kyrgyz Republic,1996,55.4796663190824,,,,,,,,,
Kyrgyz Republic,1995,54.9374348279458,,,,,,,,,
Kyrgyz Republic,1994,53.8529718456726,,,,,,,,,
Kyrgyz Republic,1993,52.7632950990615,,,,,,,,,
Kyrgyz Republic,1992,52.5964546402503,,,,,,,,,
Kyrgyz Republic,1991,,,,,,,,,,
Kyrgyz Republic,1990,,,,,,,,,,
St. Lucia,2020,16.2950819672131,,,,,,,,,
St. Lucia,2019,16.2950819672131,,,,,,,,,
St. Lucia,2018,16.2950819672131,,,,,,,,,
St. Lucia,2017,16.2950819672131,,,,,,,,,
St. Lucia,2016,16.2950819672131,,,,,,,,,
St. Lucia,2015,16.2950819672131,,,,,,,,,
St. Lucia,2014,16.2950819672131,,,,,,,,,
St. Lucia,2013,16.2950819672131,,,,,,,,,
St. Lucia,2012,16.2950819672131,,,,,,,,,
St. Lucia,2011,16.2950819672131,,,,,,,,,
St. Lucia,2010,16.2950819672131,,,,,,,,,
St. Lucia,2009,16.2950819672131,,,,,,,,,
St. Lucia,2008,16.2950819672131,,,,,,,,,
St. Lucia,2007,16.2786885245902,,,,,,,,,
St. Lucia,2006,16.5573770491803,,,,,,,,,
St. Lucia,2005,17.8688524590164,,,,,,,,,
St. Lucia,2004,18.1967213114754,,,,,,,,,
St. Lucia,2003,20.327868852459,,,,,,,,,
St. Lucia,2002,21.4754098360656,,,,,,,,,
St. Lucia,2001,22.7868852459016,,,,,,,,,
St. Lucia,2000,23.2786885245902,,,,,,,,,
St. Lucia,1999,25.2459016393443,,,,,,,,,
St. Lucia,1998,25.4098360655738,,,,,,,,,
St. Lucia,1997,27.8688524590164,,,,,,,,,
St. Lucia,1996,28.5245901639344,,,,,,,,,
St. Lucia,1995,29.5081967213115,,,,,,,,,
St. Lucia,1994,31.9672131147541,,,,,,,,,
St. Lucia,1993,32.2950819672131,,,,,,,,,
St. Lucia,1992,32.2950819672131,,,,,,,,,
St. Lucia,1991,32.4590163934426,,,,,,,,,
St. Lucia,1990,34.2622950819672,,,,,,,,,
Sri Lanka,2020,45.4574846427417,,,,,,,,,
Sri Lanka,2019,45.4472947072851,,,,,,,,,
Sri Lanka,2018,45.448079658606,,,,,,,,,
Sri Lanka,2017,44.5963194545425,,,,,,,,,
Sri Lanka,2016,44.4315189116701,,,,,,,,,
Sri Lanka,2015,44.2699497519913,,,,,,,,,
Sri Lanka,2014,43.6931908786477,,,,,,,,,
Sri Lanka,2013,43.6931908786477,,,,,,,,,
Sri Lanka,2012,43.6931908786477,,,,,,,,,
Sri Lanka,2011,43.5337266783607,,,,,,,,,
Sri Lanka,2010,41.7796204752033,,,,,,,,,
Sri Lanka,2009,41.6201562749163,,,,,,,,,
Sri Lanka,2008,41.3809599744857,,,,,,,,,
Sri Lanka,2007,38.1119438686015,,,,,,,,,
Sri Lanka,2006,38.9092648700367,,,,,,,,,
Sri Lanka,2005,40.0255142720459,,,,,,,,,
Sri Lanka,2004,36.8362302663052,,,,,,,,,
Sri Lanka,2003,37.7930154680274,,,,,,,,,
Sri Lanka,2002,37.5697655876256,,,,,,,,,
Sri Lanka,2001,37.4900334874821,,,,,,,,,
Sri Lanka,2000,37.4740870674534,,,,,,,,,
Sri Lanka,1999,37.3943549673098,,,,,,,,,
Sri Lanka,1998,37.1392122468506,,,,,,,,,
Sri Lanka,1997,37.1232658268219,,,,,,,,,
Sri Lanka,1996,37.1073194067932,,,,,,,,,
Sri Lanka,1995,37.0913729867645,,,,,,,,,
Sri Lanka,1994,37.0435337266784,,,,,,,,,
Sri Lanka,1993,36.9956944665922,,,,,,,,,
Sri Lanka,1992,37.3784085472811,,,,,,,,,
Sri Lanka,1991,37.3465157072237,,,,,,,,,
Sri Lanka,1990,37.2986764471376,,,,,,,,,
St. Martin (French part),2020,,,,,,,,,,
St. Martin (French part),2019,,,,,,,,,,
St. Martin (French part),2018,,,,,,,,,,
St. Martin (French part),2017,,,,,,,,,,
St. Martin (French part),2016,,,,,,,,,,
St. Martin (French part),2015,,,,,,,,,,
St. Martin (French part),2014,,,,,,,,,,
St. Martin (French part),2013,,,,,,,,,,
St. Martin (French part),2012,,,,,,,,,,
St. Martin (French part),2011,,,,,,,,,,
St. Martin (French part),2010,,,,,,,,,,
St. Martin (French part),2009,,,,,,,,,,
St. Martin (French part),2008,,,,,,,,,,
St. Martin (French part),2007,,,,,,,,,,
St. Martin (French part),2006,,,,,,,,,,
St. Martin (French part),2005,,,,,,,,,,
St. Martin (French part),2004,,,,,,,,,,
St. Martin (French part),2003,,,,,,,,,,
St. Martin (French part),2002,,,,,,,,,,
St. Martin (French part),2001,,,,,,,,,,
St. Martin (French part),2000,,,,,,,,,,
St. Martin (French part),1999,,,,,,,,,,
St. Martin (French part),1998,,,,,,,,,,
St. Martin (French part),1997,,,,,,,,,,
St. Martin (French part),1996,,,,,,,,,,
St. Martin (French part),1995,,,,,,,,,,
St. Martin (French part),1994,,,,,,,,,,
St. Martin (French part),1993,,,,,,,,,,
St. Martin (French part),1992,,,,,,,,,,
St. Martin (French part),1991,,,,,,,,,,
St. Martin (French part),1990,,,,,,,,,,
Moldova,2020,68.8650614573387,,,,,,,,,
Moldova,2019,68.7711146722455,,,,,,,,,
Moldova,2018,68.6355301608926,,,,,,,,,
Moldova,2017,70.456065673457,,,,,,,,,
Moldova,2016,70.4957420924574,,,,,,,,,
Moldova,2015,70.4987834549878,,,,,,,,,
Moldova,2014,70.4075425790754,,,,,,,,,
Moldova,2013,74.8479318734793,,,,,,,,,
Moldova,2012,74.8630553864881,,,,,,,,,
Moldova,2011,74.9467275494673,,,,,,,,,
Moldova,2010,75.0380517503805,,,,,,,,,
Moldova,2009,75.1596229857099,,,,,,,,,
Moldova,2008,75.4332623897841,,,,,,,,,
Moldova,2007,75.554879902706,,,,,,,,,
Moldova,2006,75.4940711462451,,,,,,,,,
Moldova,2005,75.9805411979325,,,,,,,,,
Moldova,2004,76.7031630170316,,,,,,,,,
Moldova,2003,76.9090355947673,,,,,,,,,
Moldova,2002,77.0681265206813,,,,,,,,,
Moldova,2001,77.220194647202,,,,,,,,,
Moldova,2000,77.3722627737226,,,,,,,,,
Moldova,1999,77.7203647416413,,,,,,,,,
Moldova,1998,77.6663628076573,,,,,,,,,
Moldova,1997,77.6427703523694,,,,,,,,,
Moldova,1996,77.6191922259338,,,,,,,,,
Moldova,1995,77.6191922259338,,,,,,,,,
Moldova,1994,77.6259866423801,,,,,,,,,
Moldova,1993,77.6024279210926,,,,,,,,,
Moldova,1992,77.8825676909036,,,,,,,,,
Moldova,1991,,,,,,,,,,
Moldova,1990,,,,,,,,,,
Russian Federation,2020,13.1584362579663,,,,,,,,,
Russian Federation,2019,13.1584362579663,,,,,,,,,
Russian Federation,2018,13.1584362579663,,,,,,,,,
Russian Federation,2017,13.1584362579663,,,,,,,,,
Russian Federation,2016,13.1584362579663,,,,,,,,,
Russian Federation,2015,13.1584362579663,,,,,,,,,
Russian Federation,2014,13.1584362579663,,,,,,,,,
Russian Federation,2013,13.1584362579663,,,,,,,,,
Russian Federation,2012,13.1584362579663,,,,,,,,,
Russian Federation,2011,13.1584362579663,,,,,,,,,
Russian Federation,2010,13.1584362579663,,,,,,,,,
Russian Federation,2009,13.1584362579663,,,,,,,,,
Russian Federation,2008,13.1584362579663,,,,,,,,,
Russian Federation,2007,13.1558444571717,,,,,,,,,
Russian Federation,2006,13.1573709193088,,,,,,,,,
Russian Federation,2005,13.1661598924145,,,,,,,,,
Russian Federation,2004,13.1846021330511,,,,,,,,,
Russian Federation,2003,13.2029341345878,,,,,,,,,
Russian Federation,2002,13.2257977869402,,,,,,,,,
Russian Federation,2001,13.2390216624218,,,,,,,,,
Russian Federation,2000,13.2566688683588,,,,,,,,,
Russian Federation,1999,13.2281702241387,,,,,,,,,
Russian Federation,1998,13.2643318906314,,,,,,,,,
Russian Federation,1997,13.3093386817595,,,,,,,,,
Russian Federation,1996,13.1952331059546,,,,,,,,,
Russian Federation,1995,13.2125399459531,,,,,,,,,
Russian Federation,1994,13.2901907232197,,,,,,,,,
Russian Federation,1993,13.3524103848487,,,,,,,,,
Russian Federation,1992,13.5223719413421,,,,,,,,,
Russian Federation,1991,,,,,,,,,,
Russian Federation,1990,,,,,,,,,,
Tunisia,2020,62.4388516992791,,,,,,,,,
Tunisia,2019,62.4388516992791,,,,,,,,,
Tunisia,2018,62.4388516992791,,,,,,,,,
Tunisia,2017,62.7117662203914,,,,,,,,,
Tunisia,2016,62.45236869207,,,,,,,,,
Tunisia,2015,63.2981462409887,,,,,,,,,
Tunisia,2014,62.8282698249228,,,,,,,,,
Tunisia,2013,63.9997425334707,,,,,,,,,
Tunisia,2012,63.8645726055613,,,,,,,,,
Tunisia,2011,64.8300720906282,,,,,,,,,
Tunisia,2010,64.6112255406797,,,,,,,,,
Tunisia,2009,63.0084963954686,,,,,,,,,
Tunisia,2008,63.6006694129763,,,,,,,,,
Tunisia,2007,63.1114830072091,,,,,,,,,
Tunisia,2006,63.1179196704428,,,,,,,,,
Tunisia,2005,63.2337796086509,,,,,,,,,
Tunisia,2004,63.2723995880536,,,,,,,,,
Tunisia,2003,62.9763130792997,,,,,,,,,
Tunisia,2002,62.8411431513903,,,,,,,,,
Tunisia,2001,61.1418640576725,,,,,,,,,
Tunisia,2000,61.476570545829,,,,,,,,,
Tunisia,1999,61.3156539649845,,,,,,,,,
Tunisia,1998,60.6333676622039,,,,,,,,,
Tunisia,1997,60.163491246138,,,,,,,,,
Tunisia,1996,60.0154479917611,,,,,,,,,
Tunisia,1995,60.1699279093718,,,,,,,,,
Tunisia,1994,59.7515447991761,,,,,,,,,
Tunisia,1993,60.6462409886715,,,,,,,,,
Tunisia,1992,60.2149845520082,,,,,,,,,
Tunisia,1991,59.2816683831102,,,,,,,,,
Tunisia,1990,59.1593717816684,,,,,,,,,
Albania,2020,,8304.29494,,,,,,,,
Albania,2019,,9196.36286,,,,,,,,
Albania,2018,,9671.388481,,,,,,,,
Albania,2017,,9924.274102,,,,,,,,
Albania,2016,,9191.743023,,,,,,,,
Albania,2015,,9408.765344,,,,,,,,
Albania,2014,,9738.800297,,,,,,,,
Albania,2013,,9298.28975,,,,,,,,
Albania,2012,,9070.545303,,,,,,,,
Albania,2011,,9623.607956,,,,,,,,
Albania,2010,,9243.210309,,,,,,,,
Albania,2009,,8799.864918,,,,,,,,
Albania,2008,,8733.156627,,,,,,,,
Albania,2007,,8990.758036,,,,,,,,
Albania,2006,,8920.780645,,,,,,,,
Albania,2005,,9016.941954,,,,,,,,
Albania,2004,,9246.27134,,,,,,,,
Albania,2003,,9167.315225,,,,,,,,
Albania,2002,,8759.443411,,,,,,,,
Albania,2001,,8122.836896,,,,,,,,
Albania,2000,,8163.977582,,,,,,,,
Albania,1999,,7836.93328,,,,,,,,
Albania,1998,,6621.280379,,,,,,,,
Albania,1997,,6373.574877,,,,,,,,
Albania,1996,,7120.070576,,,,,,,,
Albania,1995,,7404.398074,,,,,,,,
Albania,1994,,7560.565213,,,,,,,,
Albania,1993,,6747.458751,,,,,,,,
Albania,1992,,6777.74169,,,,,,,,
Albania,1991,,8824.705329,,,,,,,,
Albania,1990,,11181.07427,,,,,,,,
Belize,2020,,1573.319685,,,,,,,,
Belize,2019,,1602.171827,,,,,,,,
Belize,2018,,1427.523569,,,,,,,,
Belize,2017,,1441.651512,,,,,,,,
Belize,2016,,1440.882054,,,,,,,,
Belize,2015,,1449.138697,,,,,,,,
Belize,2014,,1248.729511,,,,,,,,
Belize,2013,,1261.360425,,,,,,,,
Belize,2012,,1171.634439,,,,,,,,
Belize,2011,,1305.203154,,,,,,,,
Belize,2010,,1214.451168,,,,,,,,
Belize,2009,,1173.361731,,,,,,,,
Belize,2008,,1009.355262,,,,,,,,
Belize,2007,,1001.135393,,,,,,,,
Belize,2006,,898.636624,,,,,,,,
Belize,2005,,819.656522,,,,,,,,
Belize,2004,,761.923658,,,,,,,,
Belize,2003,,930.381295,,,,,,,,
Belize,2002,,840.116831,,,,,,,,
Belize,2001,,786.208167,,,,,,,,
Belize,2000,,702.732203,,,,,,,,
Belize,1999,,1722.876121,,,,,,,,
Belize,1998,,2797.771439,,,,,,,,
Belize,1997,,3866.624457,,,,,,,,
Belize,1996,,4834.334275,,,,,,,,
Belize,1995,,5975.411293,,,,,,,,
Belize,1994,,7071.761405,,,,,,,,
Belize,1993,,6952.805751,,,,,,,,
Belize,1992,,6826.438498,,,,,,,,
Belize,1991,,6737.317745,,,,,,,,
Belize,1990,,6521.858891,,,,,,,,
Czechia,2020,,108308.4176,,,,,,,,
Czechia,2019,,117767.1074,,,,,,,,
Czechia,2018,,123073.8691,,,,,,,,
Czechia,2017,,124327.6965,,,,,,,,
Czechia,2016,,124271.9489,,,,,,,,
Czechia,2015,,122514.148,,,,,,,,
Czechia,2014,,120621.652,,,,,,,,
Czechia,2013,,123329.6396,,,,,,,,
Czechia,2012,,128574.252,,,,,,,,
Czechia,2011,,132059.1096,,,,,,,,
Czechia,2010,,134691.9645,,,,,,,,
Czechia,2009,,133423.4256,,,,,,,,
Czechia,2008,,139368.3281,,,,,,,,
Czechia,2007,,144802.4928,,,,,,,,
Czechia,2006,,142995.4726,,,,,,,,
Czechia,2005,,141940.199,,,,,,,,
Czechia,2004,,143452.0205,,,,,,,,
Czechia,2003,,143170.1463,,,,,,,,
Czechia,2002,,139899.2704,,,,,,,,
Czechia,2001,,145448.2968,,,,,,,,
Czechia,2000,,145672.3692,,,,,,,,
Czechia,1999,,133706.8752,,,,,,,,
Czechia,1998,,142218.8098,,,,,,,,
Czechia,1997,,149188.3695,,,,,,,,
Czechia,1996,,152196.9607,,,,,,,,
Czechia,1995,,148176.9625,,,,,,,,
Czechia,1994,,149401.0053,,,,,,,,
Czechia,1993,,156201.6868,,,,,,,,
Czechia,1992,,163573.073,,,,,,,,
Czechia,1991,,168143.686,,,,,,,,
Czechia,1990,,184942.4971,,,,,,,,
Algeria,2020,,266702.6795,,,,,,,,
Algeria,2019,,279200.6234,,,,,,,,
Algeria,2018,,274181.7018,,,,,,,,
Algeria,2017,,265628.7808,,,,,,,,
Algeria,2016,,262948.8019,,,,,,,,
Algeria,2015,,261745.2952,,,,,,,,
Algeria,2014,,252331.6686,,,,,,,,
Algeria,2013,,239618.2599,,,,,,,,
Algeria,2012,,234851.8305,,,,,,,,
Algeria,2011,,216395.9083,,,,,,,,
Algeria,2010,,210955.5444,,,,,,,,
Algeria,2009,,208060.3925,,,,,,,,
Algeria,2008,,206120.0102,,,,,,,,
Algeria,2007,,200976.5808,,,,,,,,
Algeria,2006,,197745.7365,,,,,,,,
Algeria,2005,,190102.764,,,,,,,,
Algeria,2004,,182785.5452,,,,,,,,
Algeria,2003,,178930.5663,,,,,,,,
Algeria,2002,,165592.4705,,,,,,,,
Algeria,2001,,159166.6551,,,,,,,,
Algeria,2000,,161798.7973,,,,,,,,
Algeria,1999,,152598.5186,,,,,,,,
Algeria,1998,,148305.1158,,,,,,,,
Algeria,1997,,146430.5721,,,,,,,,
Algeria,1996,,147141.9815,,,,,,,,
Algeria,1995,,143656.5723,,,,,,,,
Algeria,1994,,137206.0895,,,,,,,,
Algeria,1993,,134958.2579,,,,,,,,
Algeria,1992,,126550.6264,,,,,,,,
Algeria,1991,,125898.2318,,,,,,,,
Algeria,1990,,122219.4894,,,,,,,,
Grenada,2020,,2397.288523,,,,,,,,
Grenada,2019,,2408.607157,,,,,,,,
Grenada,2018,,2372.204092,,,,,,,,
Grenada,2017,,2328.911027,,,,,,,,
Grenada,2016,,2308.384661,,,,,,,,
Grenada,2015,,2293.205796,,,,,,,,
Grenada,2014,,2263.595295,,,,,,,,
Grenada,2013,,2316.624995,,,,,,,,
Grenada,2012,,2267.694495,,,,,,,,
Grenada,2011,,2238.779194,,,,,,,,
Grenada,2010,,2241.516194,,,,,,,,
Grenada,2009,,2220.637163,,,,,,,,
Grenada,2008,,2209.350132,,,,,,,,
Grenada,2007,,2188.053502,,,,,,,,
Grenada,2006,,2162.801271,,,,,,,,
Grenada,2005,,2144.34314,,,,,,,,
Grenada,2004,,2122.141488,,,,,,,,
Grenada,2003,,2117.507535,,,,,,,,
Grenada,2002,,2093.514582,,,,,,,,
Grenada,2001,,2078.877429,,,,,,,,
Grenada,2000,,2058.992176,,,,,,,,
Grenada,1999,,2051.859229,,,,,,,,
Grenada,1998,,2029.861682,,,,,,,,
Grenada,1997,,2000.694234,,,,,,,,
Grenada,1996,,1976.131787,,,,,,,,
Grenada,1995,,1938.27124,,,,,,,,
Grenada,1994,,1915.604581,,,,,,,,
Grenada,1993,,1893.780823,,,,,,,,
Grenada,1992,,1877.950864,,,,,,,,
Grenada,1991,,1862.298005,,,,,,,,
Grenada,1990,,1843.497447,,,,,,,,
Kyrgyz Republic,2020,,16093.54198,,,,,,,,
Kyrgyz Republic,2019,,16932.27455,,,,,,,,
Kyrgyz Republic,2018,,18119.54822,,,,,,,,
Kyrgyz Republic,2017,,15986.0521,,,,,,,,
Kyrgyz Republic,2016,,16168.27247,,,,,,,,
Kyrgyz Republic,2015,,16613.28524,,,,,,,,
Kyrgyz Republic,2014,,16274.42821,,,,,,,,
Kyrgyz Republic,2013,,15636.96519,,,,,,,,
Kyrgyz Republic,2012,,16148.32206,,,,,,,,
Kyrgyz Republic,2011,,13529.72303,,,,,,,,
Kyrgyz Republic,2010,,12095.6822,,,,,,,,
Kyrgyz Republic,2009,,12389.23032,,,,,,,,
Kyrgyz Republic,2008,,12741.87634,,,,,,,,
Kyrgyz Republic,2007,,11653.56625,,,,,,,,
Kyrgyz Republic,2006,,10443.39447,,,,,,,,
Kyrgyz Republic,2005,,10323.14048,,,,,,,,
Kyrgyz Republic,2004,,10632.25813,,,,,,,,
Kyrgyz Republic,2003,,10480.28628,,,,,,,,
Kyrgyz Republic,2002,,9846.753928,,,,,,,,
Kyrgyz Republic,2001,,8877.586977,,,,,,,,
Kyrgyz Republic,2000,,9463.893925,,,,,,,,
Kyrgyz Republic,1999,,9538.676977,,,,,,,,
Kyrgyz Republic,1998,,10919.11523,,,,,,,,
Kyrgyz Republic,1997,,10679.68318,,,,,,,,
Kyrgyz Republic,1996,,10813.96103,,,,,,,,
Kyrgyz Republic,1995,,9915.111684,,,,,,,,
Kyrgyz Republic,1994,,12604.02105,,,,,,,,
Kyrgyz Republic,1993,,17747.18631,,,,,,,,
Kyrgyz Republic,1992,,22546.38847,,,,,,,,
Kyrgyz Republic,1991,,30143.74033,,,,,,,,
